supply_id,supply_name,supply_type,supplier_name,is_council,supply_population,protozoa_barrier,bacteria_barrier,residual_disinfection,dwsp_lodged,supplier_notifications_received_for_maybe_or_is_unsafe_water,supplier_notifications_received_for_mav_exceedance,laboratory_notifications_received_for_bacterial_mav_exceedance,laboratory_notifications_received_for_chemical_mav_exceedance,aluminium_mav_exceeded,arsenic_mav_exceeded,chlorate_mav_exceeded,chlorine_mav_exceeded,disinfection_by_product_mav_exceeded,lead_mav_exceeded,manganese_mav_exceeded,temporary_consumer_advisory_issued_in_2023,long_term_consumer_advisory_active_in_2023,total_number_of_days_in_2023_in_which_consumer_advisory_is_active
PUR006,Purakanui Bay,Networked supply,Department of Conservation,No,40,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,Yes,67
TEK039,Te Karaka Area School,Self-supplied building,Ministry of Education,No,265,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KID001,Kid Country Kumeu Limited,Self-supplied building,Kid Country Kumeu Limited,No,143,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
FER003,Fernleigh Rural Water Supply,Networked supply,Kaikoura District Council,Yes,150,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MOK001,Mokihinui,Networked supply,Buller District Council,Yes,100,No,No,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,Yes,365
POH001,Pohara,Networked supply,Tasman District Council,Yes,160,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TOK001,Tokoroa,Networked supply,South Waikato District Council,Yes,13300,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
SNE002,Snells/Algies,Networked supply,Watercare Services Ltd (Auckland),No,4664,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BLA009,Blackpool School Comm. Hall,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,1,1,0,No,No,No,No,No,No,No,No,No,0
MAN015,Manakau School,Self-supplied building,Ministry of Education,No,55,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NGU002,Ngunguru School,Self-supplied building,Ministry of Education,No,165,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PUR005,Purakaunui School,Self-supplied building,Ministry of Education,No,22,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
GIB003,Gibbston Valley,Networked supply,Gibbston Valley Wines Limited,No,450,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TON001,Tongue Farm,Water carrier supply,Artesian & Solway Water Limited,No,,Not determined,No,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAS002,Masterton,Networked supply,Masterton District Council,Yes,20000,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PUN001,Punakaiki,Networked supply,Buller District Council,Yes,230,Yes,Yes,No,Yes,1,0,1,0,No,No,No,No,No,No,No,Yes,No,8
WAK001,Wakefield,Networked supply,Tasman District Council,Yes,2100,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MUR011,Muriwai,Networked supply,Watercare Services Ltd (Auckland),No,563,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAR028,Marahau Valley Farm,Networked supply,Marahau Valley Farm Community,No,25,Not Applicable,No,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HUA001,Huapai District School,Self-supplied building,Ministry of Education,No,360,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAN056,Manawaru Playcentre,Self-supplied building,Playcentre Aotearoa,No,27,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NGU003,Ngutunui School,Self-supplied building,Ministry of Education,No,35,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PUR002,Pureora,Networked supply,Department of Conservation,No,100,Yes,Yes,No,No,0,0,0,0,No,No,No,No,No,No,No,No,Yes,67
WAI063,Waima School,Self-supplied building,Ministry of Education,No,80,Yes,Yes,Not Applicable,No,0,0,2,0,No,No,No,No,No,No,No,Yes,No,223
OAK002,Oakland Downs,Networked supply,"B&L Appleby, C&J Rose",No,7,Not Applicable,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TIN002,Tinui,Networked supply,Masterton District Council,Yes,120,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HAR001,Harihari,Networked supply,Westland District Council,Yes,348,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,Yes,No,2
KAI015,Kaiteriteri,Networked supply,Tasman District Council,Yes,680,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00246,A.S.A.P Water,Water carrier service,Rhinds Transport Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI214,Waiuku,Networked supply,Watercare Services Ltd (Auckland),No,8697,Yes,Yes,Yes,Yes,2,1,0,2,No,No,Yes,No,No,No,No,No,No,0
MAS001,Massey University,Networked supply,Massey University,No,9000,Not Applicable,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00405,Famco Water Services,Water carrier service,Famco Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ALE017,Rocky Glen Water Limited,Networked supply,Rocky Glen Water Limited,No,6,Not Applicable,No,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HUA004,Huarau Papakainga,Self-supplied building,Huarau Trust,No,10,Not Applicable,No,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAN035,Manawaru School,Self-supplied building,Ministry of Education,No,80,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NOR010,Norfolk School,Self-supplied building,Ministry of Education,No,125,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PUR001,Purua School,Self-supplied building,Ministry of Education,No,30,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00544,Deployable Military Water Supplies,Water carrier service,New Zealand Defence Force,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI058,Wainuioru Rural,Networked supply,Masterton District Council,Yes,184,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,Yes,365
RED005,Redwood valley farm spring,Self-supplied building,MLR Investments Limited,No,5,Not Applicable,No,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ROS001,Ross,Networked supply,Westland District Council,Yes,291,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MUR001,Murchison,Networked supply,Tasman District Council,Yes,490,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PIR004,Pirinoa,Networked supply,Wellington Water,No,80,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAR006,Warkworth,Networked supply,Watercare Services Ltd (Auckland),No,4111,Yes,Yes,Yes,Yes,0,1,1,0,No,No,No,No,No,No,No,No,No,0
CLO300,Closeburn,Networked supply,Closeburn Water Company Limited,No,75,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BRI005,Bridge Valley Christian Trust,Self-supplied building,Bridge Valley Christian Ranch,No,150,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HUI001,Huiakama School,Self-supplied building,Ministry of Education,No,20,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAN007,Mangakahia Area School,Self-supplied building,Ministry of Education,No,250,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NOR015,"Norsewood, Country Kids ECE",Linked supply,Scallywags Country Kids - Norsewood,No,35,Not Applicable,Not Applicable,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PUT004,Putere School,Self-supplied building,Ministry of Education,No,15,Yes,Yes,Not Applicable,No,1,1,1,0,No,No,No,No,No,No,No,Yes,No,25
WAN002,Wanaka,Networked supply,Queenstown Lakes District Council,Yes,26228,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ISL003,Island water,Water carrier supply,Island Water Limited,No,,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HAA001,Haast,Networked supply,Westland District Council,Yes,110,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RIC002,Richmond,Networked supply,Tasman District Council,Yes,18631,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAR003,Martinborough,Networked supply,Wellington Water,No,1776,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WEL004,Wellsford/Te Hana,Networked supply,Watercare Services Ltd (Auckland),No,2114,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00406,Hardyards Water Services,Water carrier service,N McMorran & M Payne,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BRO005,Broadfield School,Self-supplied building,Ministry of Education,No,150,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HUI003,TKKM o Huiarau,Self-supplied building,Ministry of Education,No,80,Yes,Yes,Not Applicable,No,0,0,1,0,No,No,No,No,No,No,No,No,No,0
MAN019,Mangamahu Primary School,Self-supplied building,Ministry of Education,No,17,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NOR009,North Egmont Visitors Centre,Self-supplied building,Department of Conservation,No,1,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,Yes,67
PUT003,Putorino School,Self-supplied building,Ministry of Education,No,15,Yes,Yes,Not Applicable,No,2,1,4,0,No,No,No,No,No,No,No,No,Yes,81
WAI147,Waimata School,Self-supplied building,Ministry of Education,No,40,Yes,Yes,Not Applicable,Yes,0,2,1,0,No,No,No,No,No,No,No,No,No,0
WAN007,Wanaka Airport,Networked supply,Queenstown Lakes District Council,Yes,150,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
FRA001,Franz Josef,Networked supply,Westland District Council,Yes,2611,Yes,Yes,Yes,Yes,3,0,1,0,No,No,No,No,No,No,No,No,No,0
EIG001,Eighty Eight Valley Rural,Networked supply,Tasman District Council,Yes,450,No,Yes,Yes,Yes,5,2,3,0,No,No,No,No,No,No,No,Yes,No,24
FEA001,Featherston,Networked supply,Wellington Water,No,2599,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00352,Powdrell Services Ltd,Water carrier service,Powdrell Services Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
LOW300,"Lowe Road, Tauranga",Networked supply,C & K Bell & Tutbury Trustees 2017 Ltd,No,24,Not Applicable,No,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
AWA013,Awahokomo,Networked supply,Waitaki District Council,Yes,21,Not Applicable,No,No,Yes,2,0,0,0,No,No,No,No,No,No,No,No,Yes,74
BRO007,Broadwood Area School,Self-supplied building,Ministry of Education,No,140,Yes,Yes,Not Applicable,No,0,0,3,0,No,No,No,No,No,No,No,Yes,No,72
HUI005,Huimai Playcentre,Self-supplied building,Playcentre Aotearoa,No,50,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PYE002,Pyes Pa Memorial Park,Self-supplied building,Tauranga City Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEK007,Te Kohanga School,Self-supplied building,Ministry of Education,No,70,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
6TO001,6 Totara Rd,Water carrier supply,Be Mindful Limited,No,,Yes,No,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
COR006,Corbridge Downs,Networked supply,Queenstown Lakes District Council,Yes,58,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
FOX001,Fox Glacier,Networked supply,Westland District Council,Yes,252,Yes,Yes,Yes,Yes,2,1,5,2,No,No,Yes,No,No,No,No,No,Yes,333
COL007,Collingwood,Networked supply,Tasman District Council,Yes,240,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
GRE002,Greytown,Networked supply,Wellington Water,No,2623,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MIL007,Milford Sound,Networked supply,Milford Sound Infrastructure Ltd,No,300,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KAE001,Kaeo Water,Networked supply,Wai Care Environmental Consultants Whangaroa,No,80,Yes,Yes,No,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BRO010,Broken River Ski Club,Self-supplied building,Broken River Ski Club Incorporated,No,1,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HUI002,Huirangi School,Self-supplied building,Ministry of Education,No,120,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAN024,Mangamuka School,Self-supplied building,Ministry of Education,No,45,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NUH003,Nuhaka Domain,Self-supplied building,Wairoa District Council,Yes,5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PYE001,Pyes Pa School,Self-supplied building,Ministry of Education,No,150,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI170,Waimauku Playcentre,Self-supplied building,Playcentre Aotearoa,No,50,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00508,Magee Engineering Ltd 2014,Water carrier service,Magee Engineering Ltd 2014,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
LAK003,Lake Hayes,Networked supply,Queenstown Lakes District Council,Yes,9391,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ARA001,Arahura,Networked supply,Westland District Council,Yes,105,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
DOV001,Dovedale Rural,Networked supply,Tasman District Council,Yes,660,No,Yes,Yes,Yes,2,2,0,2,No,No,No,No,Yes,No,No,No,Yes,365
LIN001,Linton Military Camp,Networked supply,New Zealand Defence Force,No,3500,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BEA300,Beachlands Networks,Networked supply,Beachlands Network Ltd,No,410,Yes,Yes,No,Yes,0,1,0,0,No,No,No,No,No,No,No,No,No,0
BEL001,Belk Rd Water Scheme,Networked supply,Belk Road Scheme,No,23,Not Applicable,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BRO008,Brookby School,Self-supplied building,Ministry of Education,No,106,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HUN008,Hunua Community Hall,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAN027,Mangaroa School,Self-supplied building,Ministry of Education,No,110,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NUH001,Nuhaka School,Self-supplied building,Ministry of Education,No,120,Yes,Yes,Not Applicable,No,1,0,0,0,No,No,No,No,No,No,No,Yes,No,69
QUE004,Queen Elizabeth II Park,Self-supplied building,Greater Wellington Regional Council,Yes,400,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI085,Waimauku School,Self-supplied building,Ministry of Education,No,800,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
LUG001,Luggate,Networked supply,Queenstown Lakes District Council,Yes,989,No,Yes,Yes,Yes,1,0,0,0,No,No,No,No,No,No,No,Yes,No,2
HOK001,Hokitika,Networked supply,Westland District Council,Yes,3447,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00179,MOVe Freight Masterton,Water carrier service,McAuley's Transport Ltd,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00250,Zap Water Cartage,Water carrier supply,Zap Water Cartage,No,,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00358,Kairangi Farming Co,Water carrier service,Kairangi Farming Co Limited,No,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OHA002,RNZAF Base Ohakea,Networked supply,New Zealand Defence Force,No,1100,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00407,Healthy Water Tanks Ltd,Water carrier service,Healthy Water Tanks Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BRO001,Brooklyn School (Motueka),Self-supplied building,Ministry of Education,No,115,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HUN007,Hunua Falls Regional Park (Kokako Lodge),Self-supplied building,Auckland Council,Yes,400,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MAN016,Mangatainoka School,Self-supplied building,Ministry of Education,No,50,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NUK002,Nukuhou North School,Self-supplied building,Ministry of Education,No,60,Yes,Yes,Not Applicable,No,0,0,0,1,No,No,No,No,No,No,Yes,No,No,0
RAI004,Rai Valley Area School,Self-supplied building,Ministry of Education,No,110,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEK009,Te Kopuru School,Self-supplied building,Ministry of Education,No,160,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI221,Waimauku War Memorial Hall,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00502,Cool Runnings,Water carrier service,Cool Runnings Water Delivery Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
HAW002,Hawea,Networked supply,Queenstown Lakes District Council,Yes,3767,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
KUM001,Kumara,Networked supply,Westland District Council,Yes,318,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00445,"H2O CORP LTD incorporating Awhitu Water Supply, Johns Farmlet Services Ltd, Johns Water Supply 2010 Ltd",Water carrier service,H2O Corp Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00251,Kaikohe Water Supplies T/A The Waterboys,Water carrier service,The Waterboys Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00360,Parakai H2O,Water carrier service,Parakai H2O,No,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI002,Waiouru Military Camp,Networked supply,New Zealand Defence Force,No,2800,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00408,Central Machine Hire,Water carrier service,Central Machine Hire Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
BUI002,Buick Street,Community drinking water station,Wellington Water,No,,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
NYD001,Nydia Bay Lodge,Self-supplied building,Department of Conservation,No,50,Yes,No,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,Yes,67
WAI160,Waingaro Hot Springs,Self-supplied building,Waingaro Hot Springs,No,70,No,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
QUE001,Queenstown,Networked supply,Queenstown Lakes District Council,Yes,44708,Yes,Yes,Yes,Yes,2,2,0,0,No,No,No,No,No,Yes,No,No,Yes,80
AWA301,Awaroa Campsite,Networked supply,Department of Conservation,No,250,Yes,Yes,No,No,0,0,0,0,No,No,No,No,No,No,No,No,Yes,67
WHA002,Whataroa,Networked supply,Westland District Council,Yes,405,Yes,Yes,Yes,Yes,0,0,1,0,No,No,No,No,No,No,No,No,No,0
WC00361,Deane Turner Contracting,Water carrier service,Deane Turner Contracting Limited,No,,Not Applicable,Not Applicable,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WOO004,RNZAF Base Woodbourne,Networked supply,New Zealand Defence Force,No,1500,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
CIS001,Cissy Bay,Networked supply,Cissy Bay Community Association Incorporated,No,13,Yes,No,No,Yes,0,0,1,0,No,No,No,No,No,No,No,No,No,0
HUN005,Hunua School,Self-supplied building,Ministry of Education,No,140,Yes,Yes,Not Applicable,No,1,0,1,0,No,No,No,No,No,No,No,Yes,No,87
MAN011,Mangatawhiri School,Self-supplied building,Ministry of Education,No,80,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OHA010,Ohaeawai School,Self-supplied building,Ministry of Education,No,168,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RAM001,Ramarama School,Self-supplied building,Ministry of Education,No,222,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEK020,Te Kowhai School,Self-supplied building,Ministry of Education,No,340,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI151,Waingaro School,Self-supplied building,Ministry of Education,No,17,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
GLE003,Glenorchy,Networked supply,Queenstown Lakes District Council,Yes,1232,No,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEK004,Te Kaha,Networked supply,Opotiki District Council,Yes,200,Yes,Yes,Yes,Yes,0,1,2,0,No,No,No,No,No,No,No,Yes,No,6
WC00191,Crafar Crouch Construction Picton Limited,Water carrier service,Crafar Crouch Construction (Picton) Limited,No,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
PAH001,Pahiatua,Networked supply,Tararua District Council,Yes,2700,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00363,Caldwell Contracting,Water carrier service,AJ & DA Caldwell,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MOE001,Moenui,Networked supply,Moenui Community Association Incorporated,No,50,Yes,Yes,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
CAM003,Camp Bay Campsite,Networked supply,Department of Conservation,No,60,No,No,No,No,0,0,0,0,No,No,No,No,No,No,No,No,Yes,67
MAN033,Mangateretere School,Self-supplied building,Ministry of Education,No,120,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OHA018,Ohakea War Memorial Hall,Self-supplied building,Manawatu Rangitikei Shared Services,No,25,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RAN011,Te Kura o Te Wainui-a-Rua,Self-supplied building,Ministry of Education,No,50,Yes,Yes,Not Applicable,No,0,0,1,0,No,No,No,No,No,No,No,No,No,0
WAI089,Wainui Beach School,Self-supplied building,Ministry of Education,No,300,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ARR001,Arrowtown,Networked supply,Queenstown Lakes District Council,Yes,7076,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OPO001,Opotiki,Networked supply,Opotiki District Council,Yes,4530,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
CAR001,Carterton,Networked supply,Carterton District Council,Yes,5806,Yes,Yes,Yes,Yes,2,0,0,0,No,No,No,No,No,No,No,No,No,0
AKI001,Akitio,Networked supply,Tararua District Council,Yes,113,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2,0,0,1,No,No,Yes,No,No,No,No,Yes,No,19
WC00364,Truenorth Water,Water carrier service,TrueNorth Water Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
MOR006,Morven Lane Water Works,Networked supply,Morven Lane Water Works,No,44,No,No,No,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00410,North Waikato Water,Water carrier service,Huntly Volunteer Fire Brigade Incorporated,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
RAN028,Ranfurly Hall,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WAI220,Wainui Hall,Self-supplied building,Auckland Council,Yes,100,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
ART001,Arthurs Point,Networked supply,Queenstown Lakes District Council,Yes,2872,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
FAI007,Fairhaven School (Napier) Bridge Pa Site,Self-supplied building,Ministry of Education,No,50,Yes,Yes,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
OHI002,Ohiwa,Networked supply,Opotiki District Council,Yes,50,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WOO001,Woodville,Networked supply,Tararua District Council,Yes,1500,Yes,Yes,Yes,Yes,0,0,0,0,No,No,No,No,No,No,No,Yes,No,8
MTR001,Mt Rosa Vineyard & Subdvn,Networked supply,Mt Rosa Property Owners Association,No,40,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,No,No,No,No,No,No,No,No,No,0
WC00145,A Plus Water,Water carrier service,Essential Bulk Liquid Limited,No,,Not Applicable,Not Applicable,Not Applicable,Yes,0,0,0,0,No,No,No,No,No,No,No,No,No,0
CAN002,Canvastown School,Self-supplied building,Ministry of Education,No,33,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
TEK010,Te Kura a Iwi o Pawarenga,Self-supplied building,Ministry of Education,No,17,Yes,Yes,Not Applicable,No,0,0,0,0,No,No,No,No,No,No,No,No,No,0
